Condition	KO	KO	KO	WT	WT	WT
2310043M15Rik	8	2	7	6	5	6
Gm30881	59	31	52	41	50	38
Morc3	6638	3510	4413	8351	4684	4313
Chaf1b	2530	2023	1844	4186	2925	2101
Cldn14	0	0	0	0	0	0
Gm31012	0	0	0	0	0	0
2410003I16Rik	0	0	0	0	0	0
Gm31175	2	4	1	4	2	1
Sim2	0	1	1	4	0	1
Hlcs	1679	1207	1619	844	654	446
Gm41502	5	0	0	0	2	5
Ripply3	31	46	44	71	41	32
Gm31259	0	0	0	0	0	0
Gm53180	0	0	0	0	0	0
Pigp	915	792	804	929	958	476
Ttc3	2389	2308	1902	2140	871	760
Gm23692	0	0	0	0	0	0
Gm31323	1	0	4	0	3	2
Vps26c	3528	2296	2840	4204	3346	2255
Dyrk1a	4074	3725	3499	3963	1893	2175
Gm53922	10	0	2	2	3	2
Gm41504	0	0	0	0	0	0
Gm41505	5	5	1	12	3	2
Gm41507	1	7	4	1	2	0
Kcnj6	0	0	0	0	0	0
Gm31407	0	0	0	0	3	0
Gm31641	0	0	0	0	0	0
Gm31754	0	0	0	1	0	0
Kcnj15	0	3	1	0	0	0
Erg	1010	944	820	1114	1060	754
Gm31845	0	0	0	0	0	0
Gm31901	0	0	0	0	0	0
Gm31989	0	0	0	0	0	0
Ets2	832	971	1323	883	583	477
Gm32130	0	0	0	0	0	0
Gm41509	0	0	0	0	2	0
1600002D24Rik	0	0	0	0	11	0
Gm15340	0	0	0	2	1	0
Gm41508	1	0	1	0	0	0
Psmg1	2435	1730	1744	3484	3498	1954
Brwd1	1658	1608	1365	1270	771	771
Hmgn1	8871	7529	6429	9388	11073	5450
Get1	787	632	538	956	525	414
Lca5l	0	4	0	3	6	0
Gm53923	1	0	2	0	0	0
Sh3bgr	3	13	9	5	2	1
B3galt5	41	47	38	50	36	14
Gm41510	0	3	0	0	0	0
Igsf5	35	35	20	26	16	10
Itgb2l	5586	2130	3418	9958	7065	6096
Pcp4	4	1	0	4	9	6
Dscam	187	340	253	28	31	30
Gm32509	0	0	0	0	0	0
Gm32432	1	10	3	1	0	3
Bace2	7	27	14	44	47	16
Mx1	820	568	661	253	119	238
Fam3b	29	17	28	44	17	16
Mx2	165	112	102	39	25	29
Tmprss2	0	0	0	0	0	0
Gm41512	0	0	0	0	0	0
Gm41513	0	0	0	0	0	0
Ripk4	0	1	1	4	0	0
Prdm15	775	629	686	630	195	356
C2cd2	896	795	853	893	494	458
Mir6964	0	0	1	0	0	0
Zbtb21	613	492	550	588	236	249
Gm53924	4	0	3	0	1	1
C030010L15Rik	5	9	3	8	3	7
B230307C23Rik	1013	664	752	1030	874	566
A630089N07Rik	292	124	148	169	43	107
Gm53925	1	1	0	0	0	0
Gm25909	0	0	0	0	0	0
Pisd-ps2	39	26	20	30	12	21
A230045G11Rik	746	588	591	785	557	449
Scaf8	3199	2867	2850	3076	1280	1592
Gm34035	1	0	1	0	0	0
Tiam2	1356	688	972	893	810	557
Gm52295	0	0	0	0	0	0
Tfb1m	917	482	683	1231	1023	666
Cldn20	4	4	8	5	11	7
1700102H20Rik	34	23	18	51	45	20
Gm34155	0	0	0	0	0	0
Nox3	0	0	0	0	0	0
Gm34208	0	0	0	0	0	0
4930470H14Rik	0	0	0	0	0	0
4930548J01Rik	0	0	0	0	0	0
Gm41516	1	1	1	4	0	1
Gm34259	0	0	0	0	0	0
4930517M08Rik	0	0	0	0	0	0
Gm23186	0	0	0	0	0	0
Gm34371	0	0	0	0	0	0
Gm53970	0	0	0	0	0	0
Gm34507	10	11	6	4	4	4
Gm41517	0	0	0	0	0	0
Gm34625	0	0	0	0	0	0
Arid1b	2982	3540	3016	1728	861	953
Gm34854	0	0	5	1	0	1
Tmem242	3111	2176	2315	3754	4219	2272
Gm29050	36	62	29	14	4	11
Ldhal6b	6	4	3	3	3	4
Gm8363	0	0	0	0	0	0
Gm52310	48	16	35	48	36	32
Zdhhc14	631	689	659	616	305	275
Gm52305	0	0	0	0	1	0
Gm53971	2	0	0	0	0	0
Gm41519	0	0	0	0	0	0
3300005D01Rik	72	49	61	112	113	77
Snx9	2626	2031	2605	2332	965	958
Gm35474	0	0	0	0	0	0
Gm46599	0	0	3	1	0	0
Synj2	427	608	388	426	260	278
Gm52312	1	1	0	5	3	3
Gm35525	0	0	0	0	0	0
Gm46591	0	0	2	0	0	4
Serac1	189	166	177	170	76	100
Gtf2h5	4320	2848	3129	5399	7238	3236
Tulp4	418	400	487	225	118	143
Tmem181a	885	769	788	1075	814	477
Dynlt1a	1130	677	802	1581	1584	1224
Gm29719	6	1	4	0	0	1
Gm53261	5	4	10	1	0	0
Dynlt1b	427	231	335	424	536	405
Tmem181b-ps	502	626	511	328	185	303
Gm2808	147	146	157	80	12	62
Gm29721	10	16	29	7	2	4
Gm53224	25	28	25	4	5	10
Dynlt1c	376	218	309	358	399	327
Tmem181c-ps	122	52	79	189	169	164
Dynlt1f	1401	940	1047	1785	2169	1336
Sytl3	796	1975	968	624	321	370
Gm36309	0	1	0	0	0	0
Ezr	11747	10171	10658	15026	10334	8808
4933426B08Rik	3	2	0	1	3	0
Gm2885	6	7	6	3	1	5
Mir692-1	4	5	1	1	3	1
1700122H20Rik	0	1	0	1	0	0
Rsph3b	338	436	322	407	237	139
Tagap1	843	826	703	1148	563	611
Rnaset2b	3196	2261	2417	2173	2448	1259
Gm1604b	4	3	2	7	11	8
Gm25119	0	0	0	0	0	0
Rps6ka2	862	557	677	1037	708	545
Tcp10a	0	0	0	0	0	0
Ttll2	0	0	0	0	0	0
Unc93a2	0	3	0	1	4	2
Gm26057	0	0	0	0	0	0
Gm36458	0	0	0	0	0	0
Gm53972	0	0	0	0	0	0
Gm33086	0	0	0	0	0	0
Gm33158	0	0	0	0	0	0
Fndc1	21	20	18	3	0	1
AU041480	0	0	0	0	0	0
Gm1604a	26	16	26	56	91	43
Tagap	1447	1825	1447	2500	1828	1466
Rsph3a	620	679	598	838	656	478
Gm22416	0	0	0	0	0	0
Gm41523	23	17	18	44	14	7
Rnaset2a	4008	2639	3034	3483	3190	1840
Cep43	1930	1242	1238	3064	2057	1375
Ccr6	387	1296	528	417	232	142
Gm33799	0	0	0	0	0	0
Gm8465	47	206	74	62	31	23
Mpc1	2691	1755	2167	4054	3203	2055
4930506C21Rik	22	8	11	13	10	12
Sft2d1	4354	2781	3225	4692	6977	2961
Prr18	10	28	6	9	15	10
Gm46592	0	0	0	0	0	0
T2	12	14	3	9	7	3
Gm16702	90	84	34	35	33	30
Gm34036	0	0	0	0	0	0
T	0	0	0	0	0	0
Pde10a	69	38	46	71	26	20
Gm46585	0	0	0	0	0	0
Gm34321	0	0	0	0	0	0
1700010I14Rik	130	135	128	264	235	166
Gm29711	0	0	1	1	0	0
6530411M01Rik	0	0	0	0	0	0
Gm52287	3	6	3	2	0	0
C87487	0	0	0	0	0	0
Gm51424	0	0	1	0	0	0
Gm17748	28	8	18	26	22	24
Pabpc6	0	0	0	0	0	0
Gm34684	0	0	0	0	0	0
4930452A19Rik	0	0	0	0	0	0
Gm34883	0	0	0	0	0	0
Gm34799	0	0	0	0	0	0
Gm34972	1	0	0	0	0	0
Qki	8022	5828	7373	7567	3437	4067
Gm46608	0	0	1	0	0	0
Cahm	13	11	20	5	8	8
1700110C19Rik	5	5	11	1	0	2
Gm39565	0	0	0	0	0	0
Pacrg	0	5	2	3	1	0
A230009B12Rik	0	0	0	0	0	0
Gm52294	0	0	0	0	0	0
Gm53987	0	0	0	0	0	0
Gm16168	0	0	0	0	0	0
Gm16169	0	0	0	0	0	0
Prkn	29	22	36	18	8	14
Gm41526	0	0	0	0	0	0
Gm41525	0	0	0	0	0	0
D17Ertd648e	0	0	0	0	0	0
Gm46604	1	0	0	0	0	0
Agpat4	1399	927	1039	1198	1873	718
Map3k4	1812	2010	1757	1697	754	882
Gm46605	1	0	1	0	1	1
4732491K20Rik	5	8	4	12	3	7
Gm41527	0	0	0	0	0	0
Plg	9	29	18	3	3	5
Slc22a3	2102	3225	1923	997	363	341
C030013G03Rik	1	2	0	2	1	1
Slc22a2	0	0	0	0	0	0
Slc22a1	2	0	0	0	0	0
Igf2r	2650	2587	2993	1914	1010	1353
Airn	31	17	15	15	21	14
Gm49958	1	0	0	0	1	0
Mas1	1	0	0	2	0	0
Gm53988	0	0	0	0	0	0
Mrgprh	0	0	0	0	0	0
Pnldc1	23	15	8	31	12	13
Mrpl18	7347	5150	5086	9911	11706	6236
Tcp1	25126	18846	17678	43529	29404	18454
Gm26130	21	30	21	35	11	25
Snora20	1	2	1	1	4	3
Acat3	11	11	13	24	32	15
Acat2	1408	1062	1038	2315	1645	1128
Gm15946	0	3	1	0	0	1
Wtap	8131	4995	5456	8646	6650	5128
Sod2	4027	3897	3423	5024	3648	2314
Gm36117	40	56	33	41	31	21
Gpr31b	6	2	6	2	0	0
Gm36226	0	0	0	0	0	0
Tcp10b	3	0	4	1	1	0
Gm11166	1	0	1	1	1	0
Unc93a	0	2	1	0	0	0
Gm23050	0	0	0	0	0	0
Gm36277	0	0	0	0	0	0
Gm36798	0	0	0	0	0	0
Gm36684	0	0	0	1	0	0
Gm10512	0	0	0	0	0	0
Smok2a	0	0	0	0	0	0
Smok2b	0	0	0	0	0	0
Gm26500	0	0	0	0	0	0
Gm36589	0	0	0	0	0	0
Gm36537	0	0	0	0	0	0
Tcp10c	0	0	0	0	0	0
Gm25730	0	0	0	0	0	0
Rnu6	0	0	0	0	0	0
2700054A10Rik	1	3	1	0	1	0
Smok4a	0	0	0	0	0	0
Gm26375	0	0	0	0	0	0
Gm41530	0	0	0	0	0	0
Gm24867	0	0	0	0	0	0
Tcte2	3	4	2	3	0	0
Afdn	1031	790	1139	461	258	301
Gm7168	0	0	0	0	0	0
Gm33889	1	1	2	0	0	0
Gm7356	0	0	0	0	0	0
Gm34107	0	0	0	0	0	0
Gm7358	0	0	0	0	0	0
4930488N24Rik	0	0	0	0	0	0
Gm34426	0	0	0	0	0	0
Dact2	3	10	1	3	0	1
Gm34510	0	0	0	0	0	0
Gm41531	0	0	0	0	0	0
Gm34772	0	0	0	0	0	0
Gm34567	0	0	0	0	0	0
Gm52280	0	0	2	0	0	0
Smoc2	18	26	16	158	58	66
4930474M22Rik	0	0	0	0	0	0
Gm38551	0	0	0	0	0	0
Gm34916	0	0	0	0	0	0
Gm53989	0	0	0	0	0	0
Thbs2	1	3	2	3	2	0
Wdr27	14	17	12	9	14	10
Gm23352	0	0	0	0	0	0
1600012H06Rik	1758	1050	1468	1740	1394	982
Phf10	6246	4535	4416	9275	7148	5089
Dynlt2a3	2	0	0	2	7	5
Ermardl2	84	32	46	85	115	68
Gm3255	9	5	11	2	2	4
Dynlt2a2	2	0	0	5	1	1
Ermardl1	26	23	19	27	18	16
Dynlt2a1	4	5	1	2	2	1
Gm52298	0	0	0	0	0	0
Ermard	352	308	357	392	316	236
Gm53990	0	0	0	0	0	0
Gm35343	0	0	1	0	0	0
Gm41532	0	2	4	0	0	2
Gm35203	0	0	0	0	0	0
Gm35455	0	0	1	4	0	0
Gm35502	2	4	10	1	0	1
Gm5091	0	1	0	0	0	0
Gm35576	0	0	0	0	0	0
Gm10510	0	0	0	0	0	0
Dll1	108	358	195	28	22	13
LOC118568318	4	0	3	0	0	0
Fam120b	1487	1453	1300	1397	730	726
Gm49668	89	65	66	203	254	132
Psmb1	14865	11788	11055	21112	25780	12092
Tbp	1954	1256	1445	2664	1623	1343
Pdcd2	1931	1689	1407	2819	2883	1293
Prdm9	136	101	146	94	66	67
Gm6686	0	0	0	0	0	0
4933401D09Rik	0	0	0	0	0	0
5830433I10Rik	40	36	43	32	64	23
Chd1	4518	3251	3781	4464	1492	2212
Rgmb	250	233	292	83	64	59
Gm25598	0	0	0	0	0	0
Gm41533	0	0	0	0	0	0
Gm41534	0	0	0	0	0	0
Gm4786	44	38	44	52	98	49
BC002059	783	479	495	849	542	374
Gm51425	620	356	365	513	360	276
Zfp960	19	15	12	30	7	11
Zfp97	378	182	252	309	148	133
Gm38396	600	356	467	547	387	292
Gm5165	690	390	430	683	408	313
Gm6712	517	377	297	521	313	253
Oaz1-ps	422	306	268	538	758	357
Gm36768	1	4	4	5	6	1
Riok2	3166	1808	2148	4006	3167	2083
Gm26873	0	3	0	0	2	0
Lix1	19	22	36	0	2	0
Gm41537	0	0	0	0	0	0
Lnpep	3896	1697	3293	2178	753	1144
Vmn2r90	0	0	0	0	0	0
Spaca6	6	16	9	7	1	4
Mir99b	0	0	0	0	0	0
Mirlet7e	0	0	0	0	0	0
Mir125a	0	0	0	0	0	0
Has1	0	0	0	3	0	1
Gm36907	0	0	0	1	0	0
Fpr1	1949	1243	1827	2813	1294	1283
Fpr2	5249	2335	3732	12481	7816	7105
Fpr3	0	0	0	3	0	0
Fpr-rs4	0	0	0	0	0	0
Vmn2r124	0	0	0	0	0	0
Vmn2r91	0	0	0	0	0	0
Vmn2r92	0	0	0	0	0	0
Gm29986	0	0	0	0	0	0
Vmn2r94	0	0	0	1	0	0
Vmn2r93	0	0	0	0	0	0
Vmn2r95	0	0	0	0	0	0
Vmn2r96	4	8	3	12	5	9
Vmn2r97	0	0	0	0	0	0
Gm41538	40	22	32	75	54	60
Vmn2r98	0	0	0	0	0	0
Vmn2r99	0	0	0	0	0	0
4930549P19Rik	0	0	0	0	0	0
Vmn2r100	0	0	0	0	0	0
Vmn2r101	0	0	0	0	0	0
Vmn2r102	0	0	0	0	0	0
Vmn2r103	0	0	0	0	0	0
Vmn2r104	0	0	0	0	0	0
Fpr-rs7	0	0	0	0	0	0
Fpr-rs6	0	0	0	0	0	0
Vmn2r105	0	0	0	0	0	0
Vmn2r106	0	0	0	0	0	0
Vmn2r107	0	0	0	0	0	0
Vmn1r224	0	0	0	0	0	0
Vmn2r108	0	0	0	0	0	0
Vmn1r225	0	0	0	0	0	0
Vmn2r109	0	0	0	0	0	0
Vmn2r110	0	0	0	0	0	0
Fpr-rs3	0	0	0	0	0	0
Vmn1r226	0	0	0	0	0	0
Vmn1r227	0	0	0	0	0	0
Vmn1r228	0	0	0	0	0	0
Vmn1r229	0	0	0	0	0	0
Vmn1r230	0	0	0	0	0	0
Vmn1r231	0	0	0	0	0	0
Vmn1r232	0	0	0	0	0	0
Ppp2r1a	7891	9487	7975	10963	8396	5002
Vmn1r233	0	0	0	0	0	0
Zfp160	1521	737	1038	1476	808	735
Gm5092	0	0	0	0	0	0
Gm41539	0	0	0	0	0	0
Vmn1r234	0	0	0	0	0	0
Vmn1r235	0	0	0	0	0	0
Vmn1r236	0	0	0	0	0	0
Vmn1r237	0	0	0	0	0	0
Zfp677	592	348	292	280	212	191
Zfp54	405	297	294	441	220	201
Zfp51	883	563	647	827	487	444
Gm52290	295	396	319	129	74	49
Zfp53	1167	774	958	1039	708	611
9330136K24Rik	18	9	7	7	5	6
Zfp52	1426	826	1042	944	674	525
Zfp948	188	109	127	165	91	85
Gm30531	1	0	0	1	0	1
Gm41541	0	1	1	1	1	1
Zfp983	604	458	404	485	394	302
Gm53991	2	0	2	2	1	3
Gm10509	671	348	410	546	349	331
Zfp760	894	508	602	564	456	289
Zfp229	347	177	243	226	110	101
Zfp820	228	182	141	174	69	59
Gm31758	0	0	0	0	0	0
Zfp995	412	212	343	389	256	217
Zfp942	963	589	704	908	412	422
Zfp943	1316	781	988	913	680	659
Zfp947	242	108	100	231	86	110
Gm52309	0	1	0	0	0	0
Zfp994	946	709	688	732	482	409
Gm7072	1842	1306	1297	1644	934	840
Gm53992	0	0	2	1	0	0
Zfp944	1078	677	716	1063	775	641
Zfp758	1078	776	823	848	633	427
Zfp946	347	248	277	327	137	145
Gm30818	0	0	0	0	0	0
Vmn2r111	0	0	0	0	0	0
Vmn2r112	0	0	0	0	0	0
Gm9805	68	58	53	37	22	17
Gm5493	0	1	0	1	0	0
Gm16386	51	24	35	27	14	17
Zfp945	475	375	391	394	329	205
Vmn2r113	0	0	0	0	0	0
Vmn2r-ps129	0	1	0	0	0	0
Vmn2r130	0	0	0	0	0	0
Zfp40	357	269	223	308	141	183
Vmn2r114	0	0	0	0	0	0
Vmn2r115	0	0	0	0	0	0
Vmn2r116	0	0	0	0	0	0
Vmn2r117	0	0	0	0	0	0
n-TKctt13	0	0	0	0	0	0
n-TKctt12	0	0	0	0	1	0
Gm41543	2	3	0	0	1	0
n-TPcgg1	0	0	0	0	0	0
n-TPtgg6	0	1	0	1	0	0
n-TKctt14	2	0	2	1	2	0
n-TRcct2	0	0	1	0	0	0
n-TRccg2	1	0	0	0	1	0
6330415G19Rik	14	25	12	22	36	19
Zfp213	592	663	550	711	372	284
Zfp13	9	18	4	9	4	3
Zscan10	0	0	0	1	0	0
Mmp25	2326	1879	2051	4648	2567	2722
Bicdl2	10	13	10	30	14	20
Thoc6	2440	1811	1688	3319	3044	1853
Hcfc1r1	975	1203	946	1290	2029	927
Tnfrsf12a	164	118	168	178	157	68
Cldn6	0	0	0	0	0	0
Cldn9	0	0	0	0	0	0
Grep1	1	0	1	5	2	2
Pkmyt1	928	1117	918	1841	1246	1328
Paqr4	526	658	516	637	520	364
Kremen2	19	36	25	74	125	61
9530082P21Rik	25	37	38	39	9	16
Flywch1	797	1343	926	903	404	411
Flywch2	57	61	32	72	82	27
Gm52285	12	23	11	15	12	5
Srrm2	14844	13192	14487	9031	3397	7657
Mir5125	0	0	0	0	0	0
Elob	5194	5372	4438	6796	10474	4805
Prss33	0	0	0	0	0	0
Prss41	2	0	1	2	4	1
Prss32	0	0	0	0	0	0
Prss21	0	0	0	0	0	0
Dcpp1	0	0	0	0	0	0
Dcpp2	0	0	0	0	0	0
Gm41545	0	0	0	0	0	0
Dcpp3	0	0	0	0	0	0
Sbp	2	0	0	1	0	0
Sbpl	0	0	0	0	0	0
Gm41546	1	0	0	0	0	0
Prss30	208	208	295	49	50	32
Prss22	0	1	1	0	0	0
Gm41547	0	0	0	0	0	0
Gm25092	0	0	0	0	0	0
Prss27	0	0	2	2	0	2
Kctd5	1273	1094	1127	1989	1146	878
Pdpk1	3600	2509	3128	4461	2129	2065
Gm33409	1	4	4	3	2	2
Amdhd2	1498	1853	1483	2447	2169	1152
Atp6v0c	6465	6236	6829	11832	7436	5209
Tbc1d24	682	427	579	984	342	477
Ntn3	11	16	12	8	10	1
Tedc2	558	540	445	1077	686	538
Ccnf	3284	2288	2609	6953	3584	3472
Mir5134	0	0	0	0	0	0
Mir6965	1	0	1	0	0	0
Abca17	11	6	11	5	8	5
Abca3	4706	3435	4555	3821	1283	1895
Gm25618	0	0	0	0	0	0
D330041H03Rik	101	84	91	87	57	62
Rnps1	5491	5248	4491	8356	5953	4076
Eci1	2058	2086	1667	2190	2152	1072
Dnase1l2	81	93	78	78	84	59
E4f1	1138	1429	1099	997	615	822
4833447I15Rik	34	40	46	32	19	31
Pgp	3858	3807	3005	7133	6357	3460
Mlst8	2299	1599	1767	3880	3424	2172
Bricd5	10	2	7	24	10	12
Caskin1	0	5	0	0	0	0
Traf7	3431	3634	3368	5399	2516	2593
Rab26os	98	138	64	114	170	96
Snord60	0	0	0	0	4	0
Rab26	12	33	17	17	17	8
Gm33508	0	0	0	0	0	0
Pkd1	1984	1597	2174	822	410	577
Gm57643	14	4	17	3	3	4
Tsc2	2488	2634	2583	2337	931	1267
Nthl1	310	266	167	368	328	169
Nherf2	112	167	151	103	83	63
Npw	1	5	0	2	0	1
Zfp598	2145	2504	2058	2256	835	1252
Syngr3	8	1	3	48	23	16
Gfer	1340	1185	1089	1873	1697	993
Noxo1	26	40	18	16	23	13
Tbl3	2423	2596	2043	4419	2620	1634
Rnf151	3	1	1	2	1	1
Snhg9	2	2	0	0	6	1
Snora78	9	18	4	6	15	14
Rps2	123386	121631	97525	186918	156898	81702
Snora64	27	13	22	28	24	27
Ndufb10	7573	5430	5478	9619	14240	7169
Rpl3l	67	40	44	44	101	48
Msrb1	11355	10947	12029	21245	23557	12447
Hs3st6	0	1	4	2	8	3
Meiob	24	0	7	59	19	34
Hagh	2645	1247	1836	2764	3713	1921
Fahd1	834	693	678	975	979	567
Gm41549	0	0	0	0	0	0
Igfals	0	0	0	0	0	0
Nubp2	5580	4282	4205	7739	5614	3368
Spsb3	1745	1866	1577	2739	2033	1307
Eme2	305	235	296	395	216	182
Mrps34	2391	2074	1965	3822	3700	1984
Nme3	1547	1147	1198	1598	3098	1131
Mapk8ip3	1730	1985	1758	1084	572	1087
Jpt2	4236	3372	3484	7544	2968	2875
Cramp1	1431	1304	1443	1199	493	837
Ift140	2717	1709	2091	3819	2253	1757
Tmem204	2	6	4	0	0	0
Telo2	842	1041	779	1092	555	508
Ptx4	0	0	0	0	0	0
Clcn7	1734	1509	1972	2114	754	1045
Mir12188	0	0	0	0	0	0
Ccdc154	5	5	6	5	4	6
Percc1	0	0	0	0	0	0
Uqcc4	1625	1173	1129	1827	1828	935
Gm52286	5	3	3	2	2	1
Unkl	749	673	599	874	626	539
Gnptg	1522	1523	1304	1871	1772	1007
Tsr3	863	943	758	1425	1340	755
Baiap3	1050	2150	1262	818	851	891
Mir3547	0	0	0	0	0	0
Ube2i	9973	9598	8462	12139	9243	6504
Gm17801	3	6	3	4	1	3
Prss34	11471	11398	6563	29119	23513	10846
Gm25921	0	0	0	0	0	0
Prss28	2	6	1	17	4	5
Prss29	7	12	21	0	5	0
Tpsab1	0	4	0	0	0	0
Tpsb2	38	48	8	16	12	13
Tpsg1	0	0	0	0	0	0
Cacna1h	5	3	12	8	5	4
Gm33617	0	0	0	0	0	0
Tekt4	0	0	0	0	0	0
Sstr5	0	0	0	0	0	0
Gm53993	0	0	0	0	0	0
Gm33727	0	0	0	0	0	0
Gm33801	0	0	0	0	0	0
Sox8	11	8	5	3	2	0
Cerox1	67	91	38	12	10	7
Lmf1	739	962	759	630	659	287
Gm22645	0	0	0	0	0	0
4930541O19Rik	0	0	0	0	0	0
Gng13	4	1	0	3	1	1
Chtf18	1270	1133	1149	2193	1295	1107
Rpusd1	499	613	406	631	386	301
Mslnl	2	0	0	0	0	0
Msln	0	0	4	2	0	6
Gm41550	0	0	0	0	0	0
Ciao3	2002	1460	1550	2456	1865	1293
Haghl	446	512	550	710	700	364
Mir6966	2	2	0	1	0	2
Ccdc78	2	5	1	4	2	1
Antkmt	2168	2557	2068	2777	3489	1573
Metrn	1285	1567	1105	2393	2855	1114
Fbxl16	1	4	9	0	2	0
Wdr24	1290	1367	1105	1762	1109	874
Jmjd8	884	942	839	922	476	397
Stub1	2930	3439	2693	4144	4266	2352
Mir3082	0	0	0	0	0	0
Rhbdl1	92	94	89	63	51	92
Rhot2	1829	2101	1781	2435	1669	1422
Wdr90	844	732	862	1027	542	747
Mcrip2	819	749	546	1059	1173	552
n-TGccc7	0	1	0	1	1	0
Mettl26	745	862	673	1247	1436	624
Wfikkn1	5	6	14	8	5	8
Rab40c	921	865	772	939	758	470
Pigq	4361	3333	4009	6047	3564	3160
Nhlrc4	1	0	1	2	6	1
Prr35	0	0	1	2	3	0
D630044L22Rik	3	9	3	9	5	5
Capn15	1239	1348	1351	985	427	677
1700022N22Rik	31	16	15	19	19	13
Rab11fip3	174	203	183	92	50	70
Decr2	448	454	384	350	325	171
Nme4	1476	1153	965	1582	1560	867
Pgap6	1519	1454	1598	1996	1484	1344
Mrpl28	4328	3085	3026	6567	9448	4314
Axin1	3718	3725	3215	4364	2382	2098
Pdia2	350	53	229	532	711	401
Arhgdig	12	14	25	43	119	36
Rgs11	10	8	4	5	8	18
Fam234a	2687	2472	2995	962	635	543
Gm23123	0	0	0	0	0	0
LOC118568322	0	0	0	0	0	1
Luc7l	4169	3500	3190	5737	3251	2885
Gm50015	0	0	0	0	0	0
Neurl1b	223	245	265	133	152	134
Gm34455	7	6	8	1	7	4
Dusp1	2855	2991	4839	2806	1959	1516
Gm34606	2	2	1	0	5	0
1700049J03Rik	0	2	0	0	0	0
Ergic1	1836	2567	1891	2123	1324	827
Gm41553	15	18	29	5	3	5
Atp6v0e	8294	6638	6868	9359	13571	5990
Crebrf	2808	1698	2076	1604	1180	923
Bnip1	1317	942	978	1787	2106	970
Nkx2-5	1	0	4	0	0	0
Gm53221	1	3	0	1	0	0
Gm17382	9	2	4	8	3	4
Gm41555	0	0	0	0	0	0
Kifc5b	773	614	608	1589	917	866
Mir6967-1	0	0	0	0	0	0
Phf1	1381	2291	1556	1065	1237	994
Mir6968	0	0	0	0	0	0
Cuta	2149	3072	2134	3603	4385	1871
Syngap1	290	208	210	296	241	320
Mir3083	0	0	0	0	0	0
Mir3083b	0	0	0	0	0	0
Zbtb9	1281	1238	939	1316	851	538
Ggnbp1	34	41	37	46	40	49
Bak1	4074	4532	4415	8524	5221	4126
Itpr3	1533	2138	1848	783	557	620
Mir7677	0	0	0	0	0	0
Itpr3os	0	0	2	0	0	0
Uqcc2	3397	2589	2403	3372	5741	2732
Ip6k3	210	130	135	16	16	10
Lemd2	2373	2721	2243	2194	1998	1250
Gm34736	14	21	10	12	11	4
9630028I04Rik	17	28	25	4	35	9
Mir7214	0	0	0	0	0	0
Gm10505	44	92	44	68	111	39
Mir7216	0	0	0	0	0	0
Mir7217	0	0	0	0	0	0
Mir7218	0	0	0	0	0	0
Gm35007	0	0	0	0	0	0
Grm4	11	6	7	1	1	0
Hmga1	4832	6448	4463	8671	4185	3340
Smim29	1609	1151	1356	1618	2909	1378
Nudt3	4417	5737	4244	6563	5238	3258
Rps10	69379	56399	53018	74220	104368	48893
Gm15420	5	2	9	2	18	7
Pacsin1	61	135	99	22	62	37
Spdef	0	5	0	0	0	0
Ilrun	7646	7543	7253	8542	5093	4260
Snrpc	5163	3814	3677	7461	9745	4284
Bltp3a	1761	1611	1494	1326	371	612
Taf11	1872	1673	1579	2432	2466	1436
Anks1	2790	3307	3140	2480	957	1372
Gm35290	19	26	16	7	9	9
Tcp11	28	47	38	52	22	25
Scube3	2	6	4	0	0	0
Zfp523	560	767	551	821	500	452
Def6	4715	6369	4302	6604	5281	3743
Ppard	873	843	965	889	335	499
1810013A23Rik	1	0	4	0	6	1
Fance	894	962	829	1303	928	635
Rpl10a	67039	55761	48860	81344	95812	46464
Tead3	12	9	10	10	5	7
Tulp1	0	0	0	3	1	1
Fkbp5	3115	5198	4268	6723	1778	2585
Gm22146	0	0	0	0	0	0
E230001N04Rik	25	52	35	44	79	37
Gm41506	0	0	0	0	0	0
Armc12	2	0	2	3	12	5
Clpsl2	0	0	0	0	0	0
Clps	0	57	2	0	1	0
Mir6969	0	0	0	0	0	0
Lhfpl5	0	0	0	0	0	0
Srpk1	4564	5103	3679	6006	3394	3306
Slc26a8	18	23	17	50	27	41
Mapk14	12829	11126	11907	11316	5557	6155
Mapk13	1138	603	914	3237	1962	2042
Brpf3	1486	944	1430	1362	631	1214
Gm35883	3	2	1	9	4	1
Pnpla1	56	20	48	167	36	96
Bnip5	24	46	32	21	20	11
1700030A11Rik	0	0	0	0	0	0
Gm16191	0	1	1	4	3	0
Pxt1	10	10	5	16	21	10
Kctd20	10435	7906	8795	15238	11311	8784
Stk38	8521	6557	7520	8750	5539	4720
Gm16196	6	3	5	1	1	1
Srsf3	34192	22385	22717	47366	49031	27936
Gm41556	0	0	2	0	3	1
Trp53cor1	13	22	5	4	3	2
Cdkn1a	755	664	708	979	682	581
Rab44	3527	3418	3176	4905	4671	6350
Cpne5	10	28	14	10	5	6
Gm41557	0	0	0	0	0	0
Ppil1	4464	3102	2989	7523	7459	4350
BC004004	3106	2656	2573	4619	4458	2418
Gm53222	33	63	49	17	19	17
Pi16	2982	2533	3262	5372	4913	3444
Gm46603	7	0	2	10	7	4
Mtch1	5521	6364	5621	8979	7406	4496
Fgd2	2314	1948	2640	1133	582	618
Gm36486	5	5	14	3	6	0
Gm36199	0	0	0	0	0	0
